age,income,employment_length,credit_score,credit_history_length,loan_amount,interest_rate,loan_term_months,loan_purpose,monthly_payment,dti_ratio,num_open_accounts,num_delinquencies,credit_utilization,home_ownership,loan_default
48,21881,6,680,28,42569,3.0,60,major_purchase,764.91,73.4,8,0,35.3,OWN,0
21,81860,10,850,3,27283,10.05,36,small_business,880.99,28.0,2,0,26.6,RENT,0
40,32928,0,683,15,63988,7.43,60,small_business,1280.06,85.0,3,1,7.8,OTHER,0
43,34566,1,613,21,17140,7.87,72,small_business,299.43,44.1,10,0,33.2,MORTGAGE,0
52,37153,0,627,33,17262,6.6,72,small_business,291.0,25.2,8,0,4.9,MORTGAGE,0
50,74879,0,742,30,8613,12.16,48,debt_consolidation,227.49,24.9,6,1,21.4,MORTGAGE,0
48,87164,0,565,23,44121,3.0,36,auto,1283.09,37.7,4,5,77.10000000000001,MORTGAGE,1
32,46220,8,716,11,70961,9.45,60,medical,1488.58,64.7,6,0,62.5,OWN,0
21,46693,1,622,0,34036,3.0,60,debt_consolidation,611.58,47.5,6,4,55.800000000000004,RENT,1
37,64767,3,531,15,48843,7.23,60,auto,972.46,18.0,6,0,7.5,MORTGAGE,0
54,68926,7,601,30,2654,9.15,72,debt_consolidation,48.04,31.2,5,1,11.5,RENT,0
58,99283,3,682,40,92761,8.38,60,small_business,1897.77,40.4,5,2,13.700000000000001,OTHER,1
50,22683,2,791,28,16763,12.72,48,small_business,447.38,85.0,3,0,26.5,RENT,0
47,49613,0,753,26,93824,15.0,48,auto,2611.19,85.0,5,0,22.7,RENT,0
46,25827,4,656,28,60606,17.83,36,auto,2185.89,85.0,3,5,19.2,MORTGAGE,1
35,47545,0,757,13,30967,9.97,24,major_purchase,1428.54,85.0,7,0,13.900000000000002,RENT,0
40,42800,7,651,19,14184,14.64,60,auto,334.76,44.9,4,0,51.9,OWN,0
62,47664,1,562,37,20146,15.86,12,auto,1826.53,83.2,5,1,63.5,MORTGAGE,1
30,30337,5,681,8,4736,8.09,24,debt_consolidation,214.39,61.7,5,1,18.9,RENT,0
61,20082,5,559,36,34598,14.93,36,home_improvement,1198.17,82.6,1,3,18.3,OTHER,1
38,18000,4,743,14,3015,3.0,72,home_improvement,45.81,85.0,5,0,23.9,RENT,0
57,45310,1,744,37,14631,11.19,48,debt_consolidation,379.5,26.5,4,0,1.0,MORTGAGE,0
25,37850,1,609,3,53117,16.42,36,education,1878.47,81.0,6,2,20.5,OTHER,1
49,32677,9,691,26,29866,10.4,72,medical,559.34,79.3,11,0,32.800000000000004,RENT,1
33,108394,0,690,12,6179,9.24,48,medical,154.47,25.1,5,0,4.7,MORTGAGE,0
25,29270,1,749,6,7057,9.22,36,home_improvement,225.13,81.8,5,3,42.699999999999996,MORTGAGE,1
44,114702,4,580,19,11870,15.87,60,auto,287.84,20.1,4,0,19.0,MORTGAGE,0
54,129872,8,727,33,19050,3.63,48,major_purchase,426.98,17.6,7,2,31.900000000000002,OWN,0
31,18000,2,574,9,33309,8.44,60,auto,682.42,85.0,5,7,23.400000000000002,MORTGAGE,1
24,51814,5,742,4,27526,13.37,36,small_business,932.37,76.5,5,0,8.7,MORTGAGE,0
40,38568,4,765,21,8594,11.27,36,medical,282.46,35.7,7,0,24.0,RENT,0
40,18000,0,626,16,27808,14.75,48,medical,770.4,85.0,5,0,42.0,OWN,0
48,20603,4,777,24,29963,12.73,36,auto,1005.68,85.0,3,0,21.5,MORTGAGE,0
53,78038,8,554,30,25386,8.11,60,major_purchase,516.07,9.7,1,0,44.5,OWN,0
41,164640,24,767,20,102204,12.33,60,auto,2290.55,25.3,6,0,42.3,MORTGAGE,0
64,84255,0,795,45,29984,4.72,72,debt_consolidation,479.01,27.1,1,0,29.9,RENT,0
44,59526,5,707,24,35506,3.0,60,debt_consolidation,638.0,30.8,7,1,17.5,RENT,0
37,48397,2,664,14,67043,7.55,36,education,2086.99,51.7,4,1,61.1,OWN,0
22,134537,0,704,4,32698,10.32,60,debt_consolidation,699.9,25.6,4,4,20.8,OWN,0
38,177894,4,631,13,12262,6.75,48,major_purchase,292.21,7.7,5,0,28.799999999999997,OWN,0
37,34471,0,850,12,43040,10.7,72,major_purchase,812.63,58.9,7,0,15.7,RENT,0
53,18000,2,633,34,13616,10.23,60,home_improvement,290.84,85.0,2,2,46.6,RENT,0
47,18000,1,785,26,9064,3.0,36,small_business,263.59,17.6,6,0,45.6,MORTGAGE,0
27,108350,2,620,2,9624,7.84,24,auto,434.57,29.8,3,0,40.300000000000004,OWN,0
44,47656,3,807,24,42699,13.76,48,auto,1161.68,85.0,7,0,6.4,RENT,0
50,54717,2,840,26,27838,11.95,36,education,923.96,34.7,4,0,44.2,RENT,0
60,18000,4,710,35,37895,7.21,36,education,1173.73,85.0,3,1,17.299999999999997,MORTGAGE,1
52,31197,1,702,31,27932,12.48,60,small_business,628.13,84.8,3,2,26.200000000000003,OWN,1
51,41056,5,603,31,20582,17.02,36,major_purchase,734.01,62.9,7,4,15.4,OWN,1
42,55531,9,593,21,22530,8.3,24,home_improvement,1022.06,63.3,4,0,19.7,RENT,0
46,38593,1,703,21,27275,12.97,36,auto,918.61,77.7,2,0,37.0,MORTGAGE,0
56,26307,3,796,32,11828,12.33,60,education,265.08,85.0,8,0,63.4,OWN,0
26,30615,5,636,6,7308,8.09,60,education,148.49,85.0,8,1,9.2,OWN,0
37,101214,4,850,13,12841,5.47,36,medical,387.57,6.8,4,4,25.8,MORTGAGE,0
32,56776,2,631,10,26393,16.6,36,auto,935.74,65.1,8,0,46.2,RENT,1
46,70777,5,698,22,11458,14.35,12,debt_consolidation,1030.67,55.4,4,0,40.9,MORTGAGE,0
56,28586,0,698,35,80076,8.89,84,debt_consolidation,1283.88,75.6,7,4,22.2,RENT,0
34,18000,2,671,14,24560,14.85,36,medical,849.58,85.0,1,2,9.4,RENT,0
21,35815,3,516,3,19606,12.22,72,debt_consolidation,385.55,66.0,4,1,49.2,MORTGAGE,1
37,29145,0,630,13,11796,14.82,60,home_improvement,279.51,28.7,4,5,40.1,OWN,0
52,60440,3,695,32,34235,3.0,36,major_purchase,995.6,36.5,6,0,26.8,OWN,0
48,350000,5,672,30,7720,8.37,60,education,157.9,5.4,7,2,27.800000000000004,OTHER,0
47,74391,7,730,24,22494,16.29,48,education,640.83,23.1,4,0,45.300000000000004,MORTGAGE,1
38,253109,0,740,19,13294,20.61,84,debt_consolidation,300.11,6.6,5,0,17.299999999999997,OWN,0
26,68958,23,660,6,19626,8.44,60,debt_consolidation,402.09,18.7,4,0,20.1,OWN,0
48,33592,4,603,29,25346,8.37,48,debt_consolidation,623.18,44.5,6,1,67.60000000000001,RENT,1
31,60400,2,803,12,8087,12.73,60,major_purchase,182.89,34.7,5,0,9.6,MORTGAGE,0
68,142683,1,571,43,5599,11.38,36,auto,184.31,11.5,6,0,45.4,MORTGAGE,0
48,146933,4,632,23,9394,12.13,36,major_purchase,312.6,13.4,4,0,20.0,RENT,0
35,34710,10,612,10,33371,3.0,60,education,599.63,80.2,3,4,29.299999999999997,MORTGAGE,1
34,57062,3,739,12,23416,9.05,24,medical,1070.29,51.4,4,1,26.400000000000002,OWN,0
40,20794,5,785,17,13601,13.22,36,major_purchase,459.71,85.0,5,6,29.099999999999998,MORTGAGE,1
39,80402,2,666,19,71517,3.0,60,auto,1285.07,29.1,6,0,9.2,MORTGAGE,0
55,124494,2,698,33,44336,3.53,84,education,596.48,20.7,3,0,14.799999999999999,RENT,0
44,50205,1,714,21,37437,3.0,72,home_improvement,568.81,75.3,7,0,57.3,MORTGAGE,0
33,32845,6,824,9,10862,12.6,60,debt_consolidation,244.93,76.1,4,5,24.6,RENT,1
64,60844,2,538,42,37147,6.28,48,debt_consolidation,877.18,22.2,6,0,5.2,RENT,0
42,62973,1,739,17,22890,5.2,60,major_purchase,434.06,8.3,5,0,3.1,OWN,0
51,51466,2,710,27,10877,10.22,48,major_purchase,277.02,24.2,1,1,26.700000000000003,OWN,0
34,54569,9,650,9,16766,5.04,48,debt_consolidation,386.41,13.4,5,6,30.8,MORTGAGE,0
46,44166,6,706,27,8717,11.81,36,auto,288.74,18.5,7,1,15.4,RENT,0
45,89105,2,739,21,10944,19.66,84,debt_consolidation,240.79,3.2,5,1,68.2,MORTGAGE,0
21,76247,11,726,0,8095,8.53,48,auto,199.64,25.3,10,1,13.900000000000002,RENT,0
66,27177,0,850,41,35227,3.0,60,small_business,632.98,49.0,4,0,6.7,OTHER,0
57,26732,0,690,38,17160,8.19,24,small_business,777.59,56.1,5,0,26.900000000000002,MORTGAGE,0
37,42081,0,682,14,9328,11.96,48,debt_consolidation,245.46,30.0,4,0,7.9,OWN,0
28,76275,0,665,5,25904,11.56,84,home_improvement,451.2,20.0,7,0,55.300000000000004,MORTGAGE,0
46,53574,0,724,27,18052,13.35,60,major_purchase,413.98,33.4,7,0,34.1,MORTGAGE,0
43,33326,5,677,20,37622,7.62,72,small_business,652.68,34.9,5,0,7.9,RENT,0
46,57349,4,681,28,19797,8.88,36,home_improvement,628.43,53.0,7,0,45.800000000000004,MORTGAGE,0
44,40195,5,681,23,6594,3.0,24,medical,283.42,51.3,3,2,17.5,MORTGAGE,0
48,83140,5,669,29,12737,12.46,36,major_purchase,425.85,28.2,4,1,14.799999999999999,RENT,0
59,59864,7,631,38,8022,4.76,36,debt_consolidation,239.56,24.0,9,2,26.900000000000002,RENT,0
48,40571,1,713,30,26745,10.8,36,home_improvement,873.07,84.0,5,0,32.6,RENT,0
29,56325,4,657,5,38527,6.52,48,auto,914.02,53.0,3,2,7.9,RENT,0
58,107907,4,729,33,6119,9.65,36,auto,196.44,17.5,8,0,46.5,OTHER,0
61,34829,14,688,40,16528,13.83,72,small_business,339.07,77.7,3,0,44.2,MORTGAGE,0
75,62417,1,649,50,40413,8.25,72,medical,713.51,16.3,8,1,20.5,OWN,0
28,46991,0,805,8,6054,7.04,36,auto,187.04,40.0,4,1,28.9,RENT,0
44,63334,5,671,26,13299,10.01,60,home_improvement,282.63,20.6,3,0,27.500000000000004,OWN,0
21,33099,6,729,0,18030,7.43,48,home_improvement,435.36,43.5,5,1,18.8,MORTGAGE,0
48,52375,1,624,26,38071,6.23,36,home_improvement,1162.17,67.5,7,1,50.1,MORTGAGE,0
35,95291,4,517,14,26404,17.47,72,debt_consolidation,594.33,34.7,6,4,54.900000000000006,OTHER,1
65,27939,0,634,40,30464,3.0,36,home_improvement,885.93,85.0,3,0,10.8,RENT,0
32,22078,16,509,7,27493,12.62,60,auto,620.22,85.0,6,3,17.7,OWN,1
21,22586,0,661,0,13888,9.46,36,debt_consolidation,444.61,78.6,5,2,17.7,MORTGAGE,0
36,24284,0,797,18,56975,6.7,60,medical,1120.13,85.0,6,0,11.4,MORTGAGE,0
21,70066,0,607,0,11275,11.39,60,debt_consolidation,247.34,14.4,5,0,18.099999999999998,RENT,0
51,21088,2,511,28,2578,10.14,60,auto,54.95,85.0,3,0,19.7,RENT,1
21,40997,0,800,0,5113,15.28,36,debt_consolidation,177.95,34.3,6,0,13.100000000000001,OWN,0
42,71038,6,641,18,16616,5.46,12,debt_consolidation,1425.96,44.6,5,1,25.2,MORTGAGE,0
21,62943,11,678,0,14298,7.94,36,debt_consolidation,447.65,25.6,6,2,24.5,RENT,0
38,38896,1,743,20,12388,14.05,60,home_improvement,288.57,48.2,2,2,27.200000000000003,MORTGAGE,0
61,54970,4,721,39,20033,9.18,36,medical,638.72,28.0,5,4,50.8,OWN,0
46,52275,0,740,21,41785,12.19,36,debt_consolidation,1391.65,54.9,2,0,12.1,MORTGAGE,0
31,42849,2,752,9,24780,14.86,48,debt_consolidation,687.89,57.1,5,0,50.0,RENT,0
41,43195,1,540,20,28395,12.25,36,education,946.51,59.1,4,2,22.5,RENT,0
42,187447,1,566,17,8468,7.56,60,small_business,169.92,2.0,2,0,37.5,MORTGAGE,0
47,79665,5,773,24,12536,8.6,36,major_purchase,396.31,49.6,6,0,8.5,RENT,0
25,217160,0,617,1,29444,14.89,60,small_business,698.77,16.6,7,0,30.8,MORTGAGE,0
49,36381,9,626,29,19450,10.62,48,auto,499.11,32.1,6,1,38.9,MORTGAGE,0
21,46584,5,578,3,25183,9.19,36,major_purchase,803.04,42.2,9,2,20.9,MORTGAGE,0
34,22042,6,647,16,27711,11.53,36,major_purchase,914.19,85.0,7,0,22.6,MORTGAGE,1
36,30159,13,652,17,20258,4.86,48,medical,465.24,85.0,5,0,36.4,OWN,0
49,153452,14,605,27,54575,9.05,36,auto,1736.74,25.8,6,0,34.1,RENT,0
42,35838,4,595,20,12430,9.69,36,small_business,399.27,30.7,1,0,34.599999999999994,MORTGAGE,0
25,155060,3,705,0,10164,9.62,12,medical,891.78,28.7,4,0,20.3,OWN,0
30,23248,2,615,11,5242,8.42,60,auto,107.35,56.4,8,0,53.6,MORTGAGE,1
44,26053,6,631,23,30455,8.76,12,debt_consolidation,2659.95,85.0,5,3,13.4,MORTGAGE,1
41,39945,3,505,20,12100,9.54,72,auto,221.37,32.1,2,2,30.9,RENT,0
35,47181,13,835,17,43748,15.84,12,debt_consolidation,3965.98,85.0,7,0,3.1,OWN,0
36,85293,1,755,15,21451,3.0,60,medical,385.45,26.5,3,0,47.5,OWN,0
50,64245,1,640,30,14225,12.8,60,auto,322.21,18.7,6,3,14.099999999999998,OWN,1
35,38185,1,608,15,8619,9.65,48,education,217.15,58.4,9,2,9.1,RENT,0
40,45252,8,680,20,32615,9.75,24,home_improvement,1501.26,76.2,1,2,20.9,MORTGAGE,1
68,40479,0,678,49,17366,8.38,36,debt_consolidation,547.24,71.5,5,3,36.8,MORTGAGE,0
24,28316,3,577,1,21752,12.01,60,home_improvement,483.97,51.6,2,3,38.4,RENT,1
21,28773,2,475,0,27532,13.8,48,home_improvement,749.59,81.1,8,0,60.8,OWN,1
51,90828,0,637,31,21720,3.0,48,auto,480.76,30.0,8,2,21.0,MORTGAGE,0
33,18000,2,554,8,9948,18.38,24,debt_consolidation,498.47,35.3,5,4,68.30000000000001,MORTGAGE,1
38,129367,3,693,19,25974,10.58,48,debt_consolidation,666.03,10.6,3,0,39.0,MORTGAGE,0
32,39902,0,694,14,32020,10.44,48,debt_consolidation,818.89,63.0,4,2,18.099999999999998,MORTGAGE,0
38,30837,3,602,20,23205,4.42,24,debt_consolidation,1012.02,85.0,10,1,18.8,RENT,0
61,76408,16,637,38,28075,7.72,84,education,433.68,25.4,5,1,53.5,MORTGAGE,0
51,119506,19,821,26,29967,15.44,60,debt_consolidation,719.85,25.1,4,1,37.5,MORTGAGE,0
52,95853,3,742,32,13667,10.27,36,home_improvement,442.73,20.4,5,5,17.1,RENT,0
25,66244,3,643,0,13313,11.66,48,home_improvement,348.36,41.3,3,3,27.6,MORTGAGE,0
28,94100,1,850,3,85712,8.16,48,debt_consolidation,2098.92,45.5,6,6,49.8,RENT,1
21,18000,29,584,2,45616,17.88,24,debt_consolidation,2274.69,85.0,2,1,18.099999999999998,MORTGAGE,0
32,35842,1,614,12,17435,9.39,48,small_business,437.11,60.1,6,0,23.7,MORTGAGE,0
53,28375,3,671,30,29085,14.52,36,small_business,1001.42,85.0,4,0,14.399999999999999,RENT,0
48,102209,0,557,25,9354,9.39,36,education,299.16,12.9,10,0,22.0,OWN,0
39,38945,2,823,18,11858,11.39,72,home_improvement,228.08,14.4,2,0,21.5,MORTGAGE,0
41,81409,0,694,22,7533,11.41,48,major_purchase,196.2,9.7,8,0,14.899999999999999,RENT,0
33,67610,6,616,14,22025,13.7,24,debt_consolidation,1054.36,30.9,6,0,30.8,MORTGAGE,1
44,29220,4,715,25,22206,12.96,60,home_improvement,504.8,85.0,4,0,14.499999999999998,OWN,1
51,34469,4,691,32,38510,8.1,84,auto,602.15,56.9,6,1,29.4,MORTGAGE,0
22,106541,1,655,1,15546,14.64,36,major_purchase,536.17,29.3,5,3,42.3,MORTGAGE,1
45,30782,8,583,21,38048,6.04,60,debt_consolidation,736.28,50.9,6,1,22.400000000000002,RENT,0
53,52834,0,565,33,28482,5.27,60,debt_consolidation,541.02,30.0,3,1,20.9,MORTGAGE,0
37,30652,2,850,12,100857,8.83,60,debt_consolidation,2085.31,85.0,5,3,23.799999999999997,OWN,1
50,40604,5,571,32,57929,11.57,60,debt_consolidation,1276.05,68.9,7,0,58.8,RENT,0
75,47681,11,815,50,51251,5.91,72,auto,847.2,56.8,3,3,26.5,MORTGAGE,0
40,30646,1,612,15,32369,9.69,12,medical,2841.08,85.0,6,1,8.6,OWN,1
46,27549,3,743,24,9643,4.46,24,small_business,420.72,85.0,9,0,23.200000000000003,OWN,0
33,58207,3,717,11,22135,8.92,24,home_improvement,1010.42,20.8,5,1,37.3,RENT,0
44,29529,10,733,25,86967,13.89,12,medical,7804.02,85.0,2,0,25.6,OWN,0
47,30139,0,738,22,25715,6.63,24,home_improvement,1147.02,67.3,1,1,8.799999999999999,MORTGAGE,0
44,27905,2,551,25,10145,5.11,60,debt_consolidation,191.96,64.9,8,0,39.7,RENT,1
29,46782,1,625,11,22815,11.51,72,medical,440.25,59.8,4,0,16.900000000000002,MORTGAGE,0
44,86354,0,570,22,9020,6.85,36,home_improvement,277.89,27.2,6,1,9.0,OTHER,1
59,121044,0,695,40,9903,19.69,84,debt_consolidation,218.06,22.0,9,1,28.7,MORTGAGE,0
47,31711,18,574,24,24077,10.77,48,education,619.6,85.0,11,4,21.5,MORTGAGE,1
53,178115,1,521,30,30263,14.1,36,debt_consolidation,1035.79,17.3,3,0,30.9,MORTGAGE,0
39,26827,13,661,15,10316,4.74,60,auto,193.45,85.0,3,6,57.8,RENT,1
50,93913,1,503,25,12189,11.83,48,major_purchase,319.97,9.5,3,2,17.8,RENT,0
45,31792,13,700,20,6644,5.98,12,auto,571.76,50.9,10,4,8.6,MORTGAGE,0
30,29069,5,579,9,16473,9.28,84,debt_consolidation,267.38,35.8,5,0,31.7,MORTGAGE,0
45,31355,0,612,23,4618,6.99,48,home_improvement,110.56,4.2,5,0,42.3,MORTGAGE,0
30,47502,4,497,5,14626,14.16,60,auto,341.54,24.4,6,1,47.099999999999994,MORTGAGE,0
34,69423,1,812,13,19066,11.28,84,auto,329.27,15.4,5,1,20.3,RENT,0
44,73271,2,562,26,5276,10.47,60,auto,113.32,12.2,2,1,25.5,RENT,0
45,27822,2,650,27,8909,15.44,36,auto,310.76,85.0,6,1,24.4,OWN,0
27,27070,2,536,3,17290,10.06,12,home_improvement,1520.55,85.0,4,5,16.6,OWN,1
54,28283,5,613,32,15715,14.12,36,auto,538.02,85.0,3,0,35.0,RENT,1
48,45852,7,820,25,16232,17.2,36,debt_consolidation,580.33,20.6,5,0,11.799999999999999,MORTGAGE,0
33,43213,1,703,13,22061,10.56,84,debt_consolidation,372.65,33.0,8,1,23.599999999999998,RENT,1
23,27719,12,622,1,5596,11.04,72,major_purchase,106.63,47.5,6,2,52.900000000000006,RENT,1
40,57627,13,677,19,29615,13.82,12,major_purchase,2656.54,85.0,2,1,33.6,RENT,1
36,190525,0,635,16,14427,15.75,84,major_purchase,284.5,9.9,4,1,50.2,MORTGAGE,1
43,36212,0,672,19,11880,10.51,36,auto,386.19,60.7,7,2,10.5,RENT,0
37,37793,2,739,16,4888,7.45,60,major_purchase,97.83,19.6,6,4,17.5,OWN,0
21,68582,4,653,0,14953,13.47,24,debt_consolidation,714.2,44.3,4,0,7.1,OWN,1
37,35056,1,697,16,25807,12.29,36,small_business,860.74,70.9,4,0,11.5,OWN,0
38,73231,1,698,19,19912,13.43,48,medical,538.45,10.2,4,3,24.0,MORTGAGE,0
49,31852,5,653,29,20324,12.79,60,small_business,460.25,82.0,5,4,23.0,RENT,1
33,147159,4,621,14,14223,10.83,36,home_improvement,464.5,15.6,3,4,38.2,MORTGAGE,0
62,60286,0,637,43,17285,11.06,72,debt_consolidation,329.54,26.9,1,1,55.900000000000006,MORTGAGE,0
21,33792,10,735,0,8306,12.81,72,auto,165.9,42.1,5,1,10.2,OTHER,0
57,34433,5,742,39,17973,4.2,24,major_purchase,782.08,45.9,4,0,21.7,RENT,0
39,36016,2,588,16,12787,15.32,60,debt_consolidation,306.35,77.6,7,0,28.599999999999998,MORTGAGE,1
52,111708,5,659,30,8206,11.8,24,medical,385.52,22.8,5,0,37.9,RENT,0
42,22896,0,619,24,30586,6.62,36,education,939.1,77.8,6,0,16.3,RENT,1
55,32834,3,743,34,5987,10.74,60,debt_consolidation,129.4,51.6,7,0,44.2,RENT,0
37,34996,0,642,15,26029,15.27,36,debt_consolidation,905.75,57.7,6,0,9.6,RENT,1
28,48561,0,850,5,27200,11.16,72,medical,519.96,22.7,5,0,16.7,RENT,0
59,41661,2,697,37,12468,7.07,48,small_business,298.97,74.5,8,0,33.5,MORTGAGE,1
40,20035,0,774,17,37096,4.9,36,medical,1110.14,85.0,8,4,29.799999999999997,RENT,0
44,38565,5,598,23,12285,19.86,84,auto,271.77,29.9,2,3,49.4,OWN,0
56,46178,5,680,37,11756,3.04,48,home_improvement,260.42,18.6,2,0,40.2,MORTGAGE,0
29,33628,0,729,7,7783,11.35,60,debt_consolidation,170.58,44.9,9,3,67.0,RENT,0
49,74018,0,597,26,17927,7.65,48,small_business,434.71,7.0,4,0,49.4,MORTGAGE,0
34,85105,7,681,12,9218,14.17,36,education,315.81,20.6,2,3,20.9,RENT,0
40,46768,0,764,18,10361,5.13,48,small_business,239.22,58.9,7,0,14.399999999999999,OWN,0
42,56292,2,653,17,17227,16.43,24,home_improvement,847.03,57.9,4,0,39.1,MORTGAGE,1
23,18000,3,611,1,17739,9.5,60,home_improvement,372.55,85.0,6,0,41.5,OTHER,1
32,38075,8,824,12,43440,9.12,48,education,1083.48,85.0,2,0,20.200000000000003,MORTGAGE,0
58,89580,9,586,39,34603,8.75,24,education,1576.86,40.2,4,0,13.5,OWN,0
52,38022,6,692,32,26521,7.63,60,medical,533.07,37.1,6,1,14.2,RENT,0
41,31496,1,623,21,16275,8.53,60,major_purchase,334.14,81.6,6,0,33.5,RENT,0
44,192261,6,605,21,13591,12.87,60,major_purchase,308.33,10.3,5,4,58.699999999999996,OTHER,0
38,146012,1,739,17,17701,3.11,36,debt_consolidation,515.63,14.7,3,2,30.599999999999998,RENT,0
58,64896,1,663,39,12217,7.0,60,auto,241.91,31.2,5,1,38.6,MORTGAGE,1
39,97085,3,712,14,11040,15.98,48,debt_consolidation,312.76,16.1,5,6,32.5,MORTGAGE,0
44,18000,5,499,26,17066,9.64,48,debt_consolidation,429.89,85.0,8,1,20.200000000000003,MORTGAGE,0
55,30560,0,720,31,9751,7.71,60,auto,196.36,14.2,8,0,21.6,RENT,0
32,36976,0,622,13,10179,4.9,60,small_business,191.62,64.4,6,0,14.399999999999999,OWN,0
60,42549,7,529,42,35186,5.32,60,medical,669.17,56.6,1,0,15.0,MORTGAGE,1
23,36535,9,830,0,6865,13.93,84,major_purchase,128.38,55.2,3,0,11.200000000000001,RENT,0
61,18000,4,728,38,8709,6.71,60,auto,171.26,77.9,5,7,38.4,OWN,1
37,61797,2,698,15,43971,13.22,48,major_purchase,1184.44,66.9,5,3,3.3000000000000003,RENT,1
39,67927,9,779,16,13704,6.08,48,medical,322.34,38.2,5,1,20.3,RENT,0
21,128173,6,699,3,47250,9.5,12,auto,4143.05,45.7,7,1,36.0,RENT,1
36,30546,4,616,12,7965,9.72,36,debt_consolidation,255.96,85.0,3,0,19.8,MORTGAGE,0
29,29082,1,666,11,18989,6.99,36,debt_consolidation,586.24,84.0,7,0,12.1,RENT,0
34,18000,1,625,11,30954,10.31,84,auto,518.84,85.0,1,2,33.2,MORTGAGE,1
40,41103,2,639,16,9564,3.0,60,home_improvement,171.85,8.6,2,1,3.0,MORTGAGE,0
53,84176,1,579,29,58222,9.65,24,major_purchase,2677.25,63.3,10,0,34.8,RENT,1
44,33960,2,602,26,13721,11.78,48,auto,359.85,39.8,3,1,42.8,RENT,0
45,177383,3,751,20,25754,6.66,36,major_purchase,791.21,16.2,2,0,9.700000000000001,RENT,0
28,42025,0,706,6,11218,10.85,36,small_business,366.47,74.0,4,0,24.3,RENT,0
31,53540,8,639,6,51232,10.61,60,home_improvement,1103.97,40.6,8,1,34.599999999999994,OWN,0
63,21636,0,597,41,22300,10.77,48,auto,573.87,85.0,5,0,21.099999999999998,MORTGAGE,0
33,58240,3,647,13,78283,4.62,72,home_improvement,1246.99,35.7,4,0,26.900000000000002,RENT,0
61,18000,6,545,43,41165,10.38,36,major_purchase,1335.64,85.0,6,1,53.300000000000004,OWN,1
39,74326,3,690,14,32400,3.11,48,debt_consolidation,718.73,51.4,9,0,24.7,RENT,0
42,75709,2,755,23,9241,7.48,48,small_business,223.35,32.9,6,2,26.1,MORTGAGE,0
54,110810,3,850,33,19123,9.98,72,home_improvement,354.08,20.5,5,5,19.6,OWN,0
57,26582,9,591,37,14448,10.83,48,home_improvement,372.22,85.0,13,0,51.5,MORTGAGE,0
40,53978,23,752,22,18367,5.16,36,debt_consolidation,551.8,35.1,5,1,46.1,MORTGAGE,0
37,68753,4,623,17,19998,8.86,36,major_purchase,634.63,17.4,4,0,12.1,OWN,0
41,63918,7,589,18,9599,13.18,36,home_improvement,324.26,20.3,5,5,39.900000000000006,MORTGAGE,1
46,29167,0,589,23,16161,6.08,84,debt_consolidation,236.71,85.0,3,1,38.4,MORTGAGE,1
52,18000,10,691,29,16857,3.0,60,auto,302.9,51.8,7,0,6.0,OTHER,0
42,60365,15,605,24,8891,12.12,36,debt_consolidation,295.82,43.4,6,0,29.9,RENT,0
49,44734,4,631,24,31580,6.23,60,debt_consolidation,613.91,48.0,2,0,56.00000000000001,MORTGAGE,1
61,34891,7,644,43,21072,7.44,36,major_purchase,654.89,57.3,7,0,18.2,RENT,0
46,77525,3,620,26,31865,10.52,48,home_improvement,816.16,49.4,4,1,35.4,RENT,1
45,47717,1,614,27,25363,10.31,12,debt_consolidation,2233.47,85.0,4,0,33.4,RENT,0
23,22214,9,485,0,5434,14.09,60,major_purchase,126.69,85.0,2,0,72.8,OWN,0
21,18000,4,686,3,10063,9.03,84,major_purchase,162.06,85.0,6,0,55.300000000000004,MORTGAGE,0
46,24899,4,685,25,57368,10.27,72,home_improvement,1070.62,85.0,4,4,32.9,RENT,1
40,206036,5,616,21,31243,3.23,36,auto,911.75,14.4,3,1,7.1,OWN,0
35,75634,9,708,13,5795,12.51,60,major_purchase,130.41,29.4,6,1,43.1,MORTGAGE,0
44,54894,6,791,23,25059,7.23,36,education,776.39,39.6,6,1,7.199999999999999,MORTGAGE,0
41,43958,1,681,19,10073,22.92,72,auto,258.63,50.1,9,1,23.5,MORTGAGE,0
55,42258,3,786,33,4156,9.15,36,debt_consolidation,132.45,60.6,6,0,23.200000000000003,OWN,0
43,98747,19,850,24,57529,11.7,24,debt_consolidation,2700.04,54.3,3,1,18.9,OWN,0
33,36520,4,850,9,19010,12.55,72,major_purchase,377.11,56.0,6,0,12.8,RENT,0
53,69296,13,584,32,20991,9.65,24,major_purchase,965.24,16.7,6,1,41.8,RENT,0
39,39772,8,585,21,7482,11.75,48,debt_consolidation,196.11,14.5,4,0,14.299999999999999,OWN,0
48,157014,5,644,29,8044,19.02,36,major_purchase,294.94,21.2,7,2,33.7,MORTGAGE,0
36,76525,2,690,18,5918,6.98,60,medical,117.13,11.5,6,0,9.9,OWN,0
34,103500,1,806,16,48624,3.0,60,major_purchase,873.71,33.6,3,3,25.8,OWN,0
43,34522,5,730,20,5708,4.79,60,small_business,107.17,18.8,6,0,40.5,MORTGAGE,0
42,92492,2,583,24,55924,13.99,24,major_purchase,2684.81,42.7,9,3,7.3999999999999995,RENT,0
47,40637,8,631,29,9038,8.08,72,auto,158.82,55.0,7,0,22.1,RENT,0
38,52366,7,676,13,7634,19.33,48,medical,229.59,57.7,8,0,21.8,MORTGAGE,0
